,Confirmed,Deaths,Recovered
2020-01-23,0.17657657657657655,0.05882352941176472,0.0714285714285714
2020-01-24,0.44104134762633995,0.4444444444444444,0.19999999999999996
2020-01-25,0.5281615302869287,0.6153846153846154,0.08333333333333326
2020-01-26,0.4728789986091795,0.33333333333333326,0.33333333333333326
2020-01-27,0.38196411709159594,0.4642857142857142,0.17307692307692313
2020-01-28,0.9057055005124701,0.5975609756097562,0.7540983606557377
2020-01-29,0.1052348512011474,0.01526717557251911,0.17757009345794383
2020-01-30,0.33576642335766427,0.2857142857142858,0.13492063492063489
2020-01-31,0.20522161505768066,0.2456140350877194,0.5524475524475525
2020-02-01,0.21289672544080607,0.215962441314554,0.2792792792792793
2020-02-02,0.3945007476324971,0.3976833976833978,0.6619718309859155
2020-02-03,0.18430928694823367,0.17679558011049723,0.31991525423728806
2020-02-04,0.20175041496906587,0.15492957746478875,0.3675762439807384
2020-02-05,0.15670517327975886,0.14634146341463405,0.31924882629107976
2020-02-06,0.11513967289043281,0.12411347517730498,0.3229537366548043
2020-02-07,0.11597118567071196,0.13406940063091488,0.3523873570948217
2020-02-08,0.07934984880204698,0.12100139082058425,0.3008453505718549
2020-02-09,0.08162495622423971,0.12406947890818865,0.24006116207951078
2020-02-10,0.06505441956613778,0.11810154525386318,0.21639950678175102
2020-02-11,0.047704791525384094,0.09871668311944726,0.1867714140902179
2020-02-12,0.00935205231792513,0.004492362982928988,0.09972240017083056
2020-02-13,0.33496970501083534,0.22629695885509848,0.22233009708737872
2020-02-14,0.10795096902434986,0.11086797957695116,0.28006354249404297
2020-02-15,0.03206901191561884,0.0938936309914642,0.16592206502854312
2020-02-16,0.031782361803221804,0.062424969987995294,0.15646620542841938
2020-02-17,0.028556987616881413,0.05536723163841817,0.15812241141279326
2020-02-18,0.025634725634725575,0.07441113490364026,0.1405865056027975
2020-02-19,0.006694349064388261,0.05729945191828589,0.12325808249721293
2020-02-20,0.007376951653203845,0.05890669180018859,0.12753551268531726
2020-02-21,0.00845155448234225,0.0017801513128616886,0.03922539472960329
2020-02-22,0.02285178871204918,0.09195912927587746,0.21154049761778726
2020-02-23,0.004911003956793447,0.004475183075671296,0.022196976317399253
2020-02-24,0.007406469582832198,0.06480356419603073,0.07835342395486022
2020-02-25,0.01061958024381049,0.030049448459490202,0.1061561025884965
2020-02-26,0.012211652054964883,0.022895125553914264,0.08883712596308913
2020-02-27,0.01669594702507471,0.015884476534296033,0.0952145866245393
2020-02-28,0.016530523466576463,0.020611229566453337,0.10319439853352175
2020-02-29,0.02245494745851362,0.02402506963788298,0.0836534008880172
2020-03-01,0.027414460604792357,0.018701122067324105,0.07375194811723884
2020-03-02,0.021930271242828425,0.02970627503337786,0.06756250585260792
2020-03-03,0.02807029199747535,0.024311183144246407,0.057607122494627516
2020-03-04,0.024557321959415734,0.02974683544303791,0.06100064276679995
2020-03-05,0.029035784870274695,0.028887523048555686,0.051318129409235747
2020-03-06,0.03998528900966436,0.03345280764635605,0.03845939364648587
2020-03-07,0.039646365422396856,0.02832369942196533,0.04462463752550749
2020-03-08,0.03778487471181835,0.06885890949971896,0.04002810192086903
2020-03-09,0.034114808576501066,0.050749408361819626,0.02993656808633327
2020-03-10,0.044021059674948404,0.06656656656656668,0.030266188891732826
2020-03-11,0.06141741579666382,0.0828249648052557,0.04035463635799008
2020-03-12,0.01968776069598377,0.02275189599133265,0.019715535125292893
2020-03-13,0.13128881201156273,0.14491525423728824,0.028203852233475768
2020-03-14,0.07511381402684703,0.07679496669133967,0.033778878592475525
2020-03-15,0.07269745482033829,0.10671936758893286,0.04695417492839837
2020-03-16,0.08419977664574452,0.10652173913043472,0.02701423047583984
2020-03-17,0.08604981657541333,0.1093179904574797,0.03524229074889873
2020-03-18,0.0900095350158241,0.10474383301707779,0.030591291439881152
2020-03-19,0.1293441593188005,0.1298522844383374,0.019792829450385963
2020-03-20,0.12135320316587905,0.1451302320867538,0.02873049127845384
2020-03-21,0.11890126282760227,0.14815470395610242,0.048888482088715435
2020-03-22,0.10669626438291391,0.12718723502659368,0.060724726209695046
2020-03-23,0.12244673906593073,0.12815427750803532,0.038203263988153324
2020-03-24,0.10489125981067282,0.12838697945080924,0.06682977079577657
2020-03-25,0.11873693075513314,0.13784582326081107,0.0563112204633025
2020-03-26,0.1325872444898779,0.13167461404088576,0.07365737892238733
2020-03-27,0.1202815002520814,0.13466833541927414,0.07175603765861638